Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Mapped_Title,FamilySize,TicketPrefix,TicketNumber,TicketNumberLengthGroup,TicketNumberPrefix,Mapped_Sex,AgeGroup,Age_Pclass_Group,FareGroup,FamilySizeGroup,Age_Pclass,family_size_pclass_total,family_size_pclass_survived
1,1,37.0,1,1,52.5542,S,0,3,UNKNOWN,11751,5,5_11,0,30-40,30-40_Pclass_1,50-60,Small,37.0,101,0.6842105263157895
1,2,62.0,0,0,10.5,S,0,1,S.W./PP,752,3,3_75,0,60-70,60-70_Pclass_2,10-20,Alone,124.0,104,0.36470588235294116
0,3,8.0,4,1,29.125,Q,3,6,UNKNOWN,382652,6,6_38,0,<20,<20_Pclass_3,20-30,Large,24.0,54,0.06818181818181818
1,3,32.0,0,0,56.4958,S,0,1,UNKNOWN,1601,4,4_16,0,30-40,30-40_Pclass_3,50-60,Alone,96.0,324,0.21374045801526717
0,3,20.0,1,0,9.825,S,1,2,UNKNOWN,4136,4,4_41,1,<20,<20_Pclass_3,0-10,Small,60.0,113,0.40217391304347827
1,2,28.0,0,0,13.0,S,1,1,UNKNOWN,237668,6,6_23,1,20-30,20-30_Pclass_2,10-20,Alone,56.0,104,0.36470588235294116
0,3,21.0,0,0,7.75,Q,1,1,UNKNOWN,364846,6,6_36,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,37.0,2,0,7.925,S,0,3,UNKNOWN,3101276,7,7_31,0,30-40,30-40_Pclass_3,0-10,Small,111.0,113,0.40217391304347827
0,3,17.0,0,0,14.4583,C,1,1,UNKNOWN,2627,4,4_26,1,<20,<20_Pclass_3,10-20,Alone,51.0,324,0.21374045801526717
1,3,21.0,0,0,7.75,Q,1,1,UNKNOWN,14313,5,5_14,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,1,46.0,1,0,61.175,S,0,2,W.E.P.,5734,4,4_57,0,40-50,40-50_Pclass_1,60-70,Small,46.0,101,0.6842105263157895
0,3,30.0,0,0,15.1,S,0,1,C.A.,6212,4,4_62,0,20-30,20-30_Pclass_3,10-20,Alone,90.0,324,0.21374045801526717
0,3,24.0,0,0,8.05,S,0,1,UNKNOWN,343275,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,72.0,324,0.21374045801526717
0,1,29.0,1,0,66.6,S,0,2,UNKNOWN,113776,6,6_11,0,20-30,20-30_Pclass_1,60-70,Small,29.0,101,0.6842105263157895
1,1,56.0,0,1,83.1583,C,2,2,UNKNOWN,11767,5,5_11,1,50-60,50-60_Pclass_1,80-90,Small,56.0,101,0.6842105263157895
0,2,31.0,1,1,37.0042,C,0,3,S.C./PARIS,2079,4,4_20,0,30-40,30-40_Pclass_2,30-40,Small,62.0,78,0.625
1,3,30.0,0,0,7.75,Q,0,1,UNKNOWN,367228,6,6_36,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,32.0,1,0,26.0,S,0,2,UNKNOWN,2908,4,4_29,0,30-40,30-40_Pclass_2,20-30,Small,64.0,78,0.625
0,3,33.0,1,1,20.525,S,0,3,UNKNOWN,363291,6,6_36,0,30-40,30-40_Pclass_3,20-30,Small,99.0,113,0.40217391304347827
0,3,59.0,0,0,7.25,S,0,1,UNKNOWN,364500,6,6_36,0,50-60,50-60_Pclass_3,0-10,Alone,177.0,324,0.21374045801526717
1,1,58.0,0,0,26.55,S,1,1,UNKNOWN,113783,6,6_11,1,50-60,50-60_Pclass_1,20-30,Alone,58.0,109,0.5365853658536586
1,3,35.0,1,0,16.1,S,2,2,UNKNOWN,376564,6,6_37,1,30-40,30-40_Pclass_3,10-20,Small,105.0,113,0.40217391304347827
1,2,3.0,1,2,41.5792,C,1,4,SC/Paris,2123,4,4_21,1,<20,<20_Pclass_2,40-50,Small,6.0,78,0.625
0,3,30.0,0,0,7.8958,C,0,1,UNKNOWN,349253,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,1,16.0,0,1,57.9792,C,1,2,UNKNOWN,111361,6,6_11,1,<20,<20_Pclass_1,50-60,Small,16.0,101,0.6842105263157895
0,3,45.0,1,4,27.9,S,2,6,UNKNOWN,347088,6,6_34,1,40-50,40-50_Pclass_3,20-30,Large,135.0,54,0.06818181818181818
1,1,43.0,0,1,211.3375,S,2,2,UNKNOWN,24160,5,5_24,1,40-50,40-50_Pclass_1,200+,Small,43.0,101,0.6842105263157895
1,1,30.0,0,0,106.425,C,1,1,PC,17761,5,5_17,1,20-30,20-30_Pclass_1,100-200,Alone,30.0,109,0.5365853658536586
0,3,28.5,0,0,16.1,S,0,1,UNKNOWN,54636,5,5_54,0,20-30,20-30_Pclass_3,10-20,Alone,85.5,324,0.21374045801526717
0,3,24.0,0,0,7.7958,S,0,1,UNKNOWN,350035,6,6_35,0,20-30,20-30_Pclass_3,0-10,Alone,72.0,324,0.21374045801526717
0,2,30.0,0,0,13.0,S,0,1,UNKNOWN,250653,6,6_25,0,20-30,20-30_Pclass_2,10-20,Alone,60.0,104,0.36470588235294116
0,1,36.0,0,0,40.125,C,0,1,UNKNOWN,13049,5,5_13,0,30-40,30-40_Pclass_1,40-50,Alone,36.0,109,0.5365853658536586
0,3,25.0,0,0,7.05,S,0,1,SOTON/O.Q.,3101312,7,7_31,0,20-30,20-30_Pclass_3,0-10,Alone,75.0,324,0.21374045801526717
0,3,21.0,0,2,7.75,Q,1,3,UNKNOWN,364848,6,6_36,1,20-30,20-30_Pclass_3,0-10,Small,63.0,113,0.40217391304347827
0,1,50.0,0,0,28.7125,C,1,1,PC,17595,5,5_17,1,40-50,40-50_Pclass_1,20-30,Alone,50.0,109,0.5365853658536586
1,3,0.75,2,1,19.2583,C,1,4,UNKNOWN,2666,4,4_26,1,<20,<20_Pclass_3,10-20,Small,2.25,113,0.40217391304347827
1,1,24.0,0,0,49.5042,C,1,1,PC,17482,5,5_17,1,20-30,20-30_Pclass_1,40-50,Alone,24.0,109,0.5365853658536586
1,2,24.0,1,2,65.0,S,1,4,UNKNOWN,220845,6,6_22,1,20-30,20-30_Pclass_2,60-70,Small,48.0,78,0.625
1,1,35.0,1,0,52.0,S,2,2,UNKNOWN,113789,6,6_11,1,30-40,30-40_Pclass_1,50-60,Small,35.0,101,0.6842105263157895
1,1,30.0,0,0,86.5,S,1,1,UNKNOWN,110152,6,6_11,1,20-30,20-30_Pclass_1,80-90,Alone,30.0,109,0.5365853658536586
0,2,23.0,0,0,13.0,S,0,1,UNKNOWN,233639,6,6_23,0,20-30,20-30_Pclass_2,10-20,Alone,46.0,104,0.36470588235294116
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349225,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,2,27.0,0,0,26.0,S,0,1,UNKNOWN,244358,6,6_24,0,20-30,20-30_Pclass_2,20-30,Alone,54.0,104,0.36470588235294116
1,2,55.0,0,0,16.0,S,2,1,UNKNOWN,248706,6,6_24,1,50-60,50-60_Pclass_2,10-20,Alone,110.0,104,0.36470588235294116
1,1,35.0,1,0,53.1,S,2,2,UNKNOWN,113803,6,6_11,1,30-40,30-40_Pclass_1,50-60,Small,35.0,101,0.6842105263157895
0,3,30.0,0,0,6.8583,Q,0,1,UNKNOWN,394140,6,6_39,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,1,35.0,0,0,79.2,C,2,1,PC,17585,5,5_17,1,30-40,30-40_Pclass_1,70-80,Alone,35.0,109,0.5365853658536586
0,3,30.0,1,0,19.9667,S,0,2,UNKNOWN,65303,5,5_65,0,20-30,20-30_Pclass_3,10-20,Small,90.0,113,0.40217391304347827
1,2,23.0,0,0,13.7917,C,2,1,SC/AH,541,3,3_54,1,20-30,20-30_Pclass_2,10-20,Alone,46.0,104,0.36470588235294116
1,3,21.0,0,0,7.7333,Q,1,1,UNKNOWN,35852,5,5_35,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,1,23.0,1,0,113.275,C,1,2,UNKNOWN,35273,5,5_35,1,20-30,20-30_Pclass_1,100-200,Small,23.0,101,0.6842105263157895
0,3,51.0,0,0,8.05,S,0,1,UNKNOWN,21440,5,5_21,0,50-60,50-60_Pclass_3,0-10,Alone,153.0,324,0.21374045801526717
1,2,33.0,0,2,26.0,S,2,3,UNKNOWN,26360,5,5_26,1,30-40,30-40_Pclass_2,20-30,Small,66.0,78,0.625
0,3,29.0,0,4,21.075,S,2,5,UNKNOWN,349909,6,6_34,1,20-30,20-30_Pclass_3,20-30,Large,87.0,54,0.06818181818181818
0,3,30.0,0,0,7.8958,C,0,1,UNKNOWN,349254,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,8,2,69.55,S,0,11,CA.,2343,4,4_23,0,20-30,20-30_Pclass_3,60-70,Large,90.0,54,0.06818181818181818
1,2,2.0,1,1,26.0,S,1,3,UNKNOWN,26360,5,5_26,1,<20,<20_Pclass_2,20-30,Small,4.0,78,0.625
1,2,14.0,1,0,30.0708,C,2,2,UNKNOWN,237736,6,6_23,1,<20,<20_Pclass_2,30-40,Small,28.0,78,0.625
0,2,54.0,1,0,26.0,S,0,2,UNKNOWN,244252,6,6_24,0,50-60,50-60_Pclass_2,20-30,Small,108.0,78,0.625
1,3,15.0,0,0,8.0292,Q,1,1,UNKNOWN,330923,6,6_33,1,<20,<20_Pclass_3,0-10,Alone,45.0,324,0.21374045801526717
1,1,22.0,0,1,55.0,S,1,2,UNKNOWN,113505,6,6_11,1,20-30,20-30_Pclass_1,50-60,Small,22.0,101,0.6842105263157895
0,2,27.0,0,0,13.0,S,0,1,UNKNOWN,220367,6,6_22,0,20-30,20-30_Pclass_2,10-20,Alone,54.0,104,0.36470588235294116
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349214,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,1,30.0,0,0,39.6,C,0,1,UNKNOWN,112379,6,6_11,0,20-30,20-30_Pclass_1,30-40,Alone,30.0,109,0.5365853658536586
1,2,28.0,1,0,24.0,C,2,2,P/PP,3381,4,4_33,1,20-30,20-30_Pclass_2,20-30,Small,56.0,78,0.625
0,3,39.0,0,0,7.925,S,0,1,UNKNOWN,3101296,7,7_31,0,30-40,30-40_Pclass_3,0-10,Alone,117.0,324,0.21374045801526717
1,2,2.0,1,1,26.0,S,3,3,UNKNOWN,230080,6,6_23,0,<20,<20_Pclass_2,20-30,Small,4.0,78,0.625
0,3,24.0,1,0,16.1,S,0,2,UNKNOWN,376566,6,6_37,0,20-30,20-30_Pclass_3,10-20,Small,72.0,113,0.40217391304347827
0,3,32.0,0,0,7.8958,S,0,1,UNKNOWN,349242,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,96.0,324,0.21374045801526717
0,3,45.5,0,0,7.225,C,0,1,UNKNOWN,2628,4,4_26,0,40-50,40-50_Pclass_3,0-10,Alone,136.5,324,0.21374045801526717
1,2,8.0,0,2,26.25,S,1,3,C.A.,31921,5,5_31,1,<20,<20_Pclass_2,20-30,Small,16.0,78,0.625
0,3,26.0,1,2,20.575,S,0,4,C.A.,2315,4,4_23,0,20-30,20-30_Pclass_3,20-30,Small,78.0,113,0.40217391304347827
1,1,29.0,0,0,211.3375,S,1,1,UNKNOWN,24160,5,5_24,1,20-30,20-30_Pclass_1,200+,Alone,29.0,109,0.5365853658536586
1,2,45.0,1,1,26.25,S,2,3,F.C.C.,13529,5,5_13,1,40-50,40-50_Pclass_2,20-30,Small,90.0,78,0.625
1,3,36.0,1,0,17.4,S,2,2,UNKNOWN,345572,6,6_34,1,30-40,30-40_Pclass_3,10-20,Small,108.0,113,0.40217391304347827
0,1,30.0,0,0,26.0,S,0,1,UNKNOWN,113056,6,6_11,0,20-30,20-30_Pclass_1,20-30,Alone,30.0,109,0.5365853658536586
1,3,4.0,0,2,22.025,S,1,3,UNKNOWN,315153,6,6_31,1,<20,<20_Pclass_3,20-30,Small,12.0,113,0.40217391304347827
0,2,16.0,0,0,26.0,S,0,1,UNKNOWN,239865,6,6_23,0,<20,<20_Pclass_2,20-30,Alone,32.0,104,0.36470588235294116
0,1,58.0,0,0,29.7,C,0,1,UNKNOWN,11771,5,5_11,0,50-60,50-60_Pclass_1,20-30,Alone,58.0,109,0.5365853658536586
0,3,40.5,0,2,14.5,S,0,3,A/,851,3,3_85,0,40-50,40-50_Pclass_3,10-20,Small,121.5,113,0.40217391304347827
0,3,25.0,0,0,7.65,S,0,1,UNKNOWN,348123,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,75.0,324,0.21374045801526717
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349223,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,51.0,0,0,7.0542,S,0,1,UNKNOWN,347743,6,6_34,0,50-60,50-60_Pclass_3,0-10,Alone,153.0,324,0.21374045801526717
0,2,30.0,0,0,0.0,S,0,1,UNKNOWN,239853,6,6_23,0,20-30,20-30_Pclass_2,0-10,Alone,60.0,104,0.36470588235294116
1,3,17.0,4,2,7.925,S,1,7,UNKNOWN,3101281,7,7_31,1,<20,<20_Pclass_3,0-10,Large,51.0,54,0.06818181818181818
0,3,30.0,0,0,6.95,Q,0,1,UNKNOWN,368323,6,6_36,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,40.0,1,1,15.5,Q,0,3,UNKNOWN,364849,6,6_36,0,30-40,30-40_Pclass_3,10-20,Small,120.0,113,0.40217391304347827
1,3,25.0,0,0,0.0,S,0,1,LINE,0,1,1_0,0,20-30,20-30_Pclass_3,0-10,Alone,75.0,324,0.21374045801526717
0,1,47.0,0,0,25.5875,S,0,1,UNKNOWN,5727,4,4_57,0,40-50,40-50_Pclass_1,20-30,Alone,47.0,109,0.5365853658536586
0,1,30.0,0,0,26.55,S,0,1,UNKNOWN,113028,6,6_11,0,20-30,20-30_Pclass_1,20-30,Alone,30.0,109,0.5365853658536586
0,2,44.0,1,0,26.0,S,0,2,UNKNOWN,26707,5,5_26,0,40-50,40-50_Pclass_2,20-30,Small,88.0,78,0.625
1,1,23.0,3,2,263.0,S,1,6,UNKNOWN,19950,5,5_19,1,20-30,20-30_Pclass_1,200+,Large,23.0,6,0.6
0,2,18.0,0,0,11.5,S,0,1,UNKNOWN,29108,5,5_29,0,<20,<20_Pclass_2,10-20,Alone,36.0,104,0.36470588235294116
0,2,29.0,1,0,21.0,S,0,2,UNKNOWN,11668,5,5_11,0,20-30,20-30_Pclass_2,20-30,Small,58.0,78,0.625
1,3,12.0,1,0,11.2417,C,3,2,UNKNOWN,2651,4,4_26,0,<20,<20_Pclass_3,10-20,Small,36.0,113,0.40217391304347827
0,3,11.0,0,0,18.7875,C,0,1,UNKNOWN,2699,4,4_26,0,<20,<20_Pclass_3,10-20,Alone,33.0,324,0.21374045801526717
1,3,22.0,0,0,7.75,Q,1,1,UNKNOWN,370373,6,6_37,1,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,2,19.0,0,0,10.5,S,0,1,UNKNOWN,28665,5,5_28,0,<20,<20_Pclass_2,10-20,Alone,38.0,104,0.36470588235294116
0,3,22.0,1,0,7.25,S,0,2,A/,21171,5,5_21,0,20-30,20-30_Pclass_3,0-10,Small,66.0,113,0.40217391304347827
0,3,33.0,0,0,7.8958,S,0,1,UNKNOWN,349257,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,99.0,324,0.21374045801526717
0,1,56.0,0,0,26.55,S,0,1,UNKNOWN,113792,6,6_11,0,50-60,50-60_Pclass_1,20-30,Alone,56.0,109,0.5365853658536586
1,2,1.0,0,2,37.0042,C,3,3,S.C./PARIS,2079,4,4_20,0,<20,<20_Pclass_2,30-40,Small,2.0,78,0.625
0,3,22.0,0,0,7.7958,S,0,1,UNKNOWN,350052,6,6_35,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2641,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,0,0,7.75,Q,0,1,UNKNOWN,370372,6,6_37,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,7.0,4,1,29.125,Q,3,6,UNKNOWN,382652,6,6_38,0,<20,<20_Pclass_3,20-30,Large,21.0,54,0.06818181818181818
1,3,4.0,0,1,13.4167,C,1,2,UNKNOWN,349256,6,6_34,1,<20,<20_Pclass_3,10-20,Small,12.0,113,0.40217391304347827
0,3,70.5,0,0,7.75,Q,0,1,UNKNOWN,370369,6,6_37,0,70+,70+_Pclass_3,0-10,Alone,211.5,324,0.21374045801526717
0,2,18.0,0,0,13.0,S,0,1,UNKNOWN,236171,6,6_23,0,<20,<20_Pclass_2,10-20,Alone,36.0,104,0.36470588235294116
1,3,20.0,1,1,15.7417,C,0,3,UNKNOWN,2653,4,4_26,0,<20,<20_Pclass_3,10-20,Small,60.0,113,0.40217391304347827
0,2,24.0,2,0,73.5,S,0,3,S.O.C.,14879,5,5_14,0,20-30,20-30_Pclass_2,70-80,Small,48.0,78,0.625
0,3,30.0,0,0,7.225,C,0,1,UNKNOWN,2664,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,34.0,0,0,10.5,S,2,1,C.A.,34260,5,5_34,1,30-40,30-40_Pclass_2,10-20,Alone,68.0,104,0.36470588235294116
1,3,21.0,0,0,7.75,Q,1,1,UNKNOWN,370375,6,6_37,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,1,31.0,0,2,164.8667,S,1,3,UNKNOWN,36928,5,5_36,1,30-40,30-40_Pclass_1,100-200,Small,31.0,101,0.6842105263157895
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349246,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,2,18.0,0,0,11.5,S,0,1,UNKNOWN,231945,6,6_23,0,<20,<20_Pclass_2,10-20,Alone,36.0,104,0.36470588235294116
0,3,9.0,3,2,27.9,S,1,6,UNKNOWN,347088,6,6_34,1,<20,<20_Pclass_3,20-30,Large,27.0,54,0.06818181818181818
1,1,39.0,1,1,79.65,S,2,3,UNKNOWN,110413,6,6_11,1,30-40,30-40_Pclass_1,70-80,Small,39.0,101,0.6842105263157895
1,1,33.0,1,0,53.1,S,2,2,UNKNOWN,113806,6,6_11,1,30-40,30-40_Pclass_1,50-60,Small,33.0,101,0.6842105263157895
0,1,70.0,1,1,71.0,S,0,3,WE/P,5735,4,4_57,0,60-70,60-70_Pclass_1,70-80,Small,70.0,101,0.6842105263157895
1,1,24.0,0,0,69.3,C,2,1,PC,17477,5,5_17,1,20-30,20-30_Pclass_1,60-70,Alone,24.0,109,0.5365853658536586
1,1,58.0,0,1,153.4625,S,2,2,PC,17582,5,5_17,1,50-60,50-60_Pclass_1,100-200,Small,58.0,101,0.6842105263157895
0,3,21.0,0,0,7.8542,S,0,1,UNKNOWN,350029,6,6_35,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,1,17.0,1,0,108.9,C,2,2,PC,17758,5,5_17,1,<20,<20_Pclass_1,100-200,Small,17.0,101,0.6842105263157895
0,3,28.0,1,1,14.4,S,2,3,UNKNOWN,347080,6,6_34,1,20-30,20-30_Pclass_3,10-20,Small,84.0,113,0.40217391304347827
1,1,24.0,0,0,83.1583,C,1,1,UNKNOWN,11767,5,5_11,1,20-30,20-30_Pclass_1,80-90,Alone,24.0,109,0.5365853658536586
0,3,30.0,0,0,7.225,C,0,1,UNKNOWN,2647,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,1,0,15.5,Q,0,2,UNKNOWN,370371,6,6_37,0,20-30,20-30_Pclass_3,10-20,Small,90.0,113,0.40217391304347827
0,3,42.0,0,0,8.6625,S,0,1,UNKNOWN,315088,6,6_31,0,40-50,40-50_Pclass_3,0-10,Alone,126.0,324,0.21374045801526717
0,3,18.0,1,0,6.4958,S,0,2,UNKNOWN,3101267,7,7_31,0,<20,<20_Pclass_3,0-10,Small,54.0,113,0.40217391304347827
1,3,2.0,0,1,12.2875,S,1,2,UNKNOWN,3101298,7,7_31,1,<20,<20_Pclass_3,10-20,Small,6.0,113,0.40217391304347827
1,2,34.0,0,0,13.0,S,1,1,UNKNOWN,243880,6,6_24,1,30-40,30-40_Pclass_2,10-20,Alone,68.0,104,0.36470588235294116
1,3,3.0,4,2,31.3875,S,3,7,UNKNOWN,347077,6,6_34,0,<20,<20_Pclass_3,30-40,Large,9.0,54,0.06818181818181818
1,1,58.0,0,0,146.5208,C,1,1,PC,17569,5,5_17,1,50-60,50-60_Pclass_1,100-200,Alone,58.0,109,0.5365853658536586
0,3,32.0,0,0,7.75,Q,0,1,UNKNOWN,370376,6,6_37,0,30-40,30-40_Pclass_3,0-10,Alone,96.0,324,0.21374045801526717
1,3,31.0,0,0,7.925,S,0,1,STON/O,3101288,7,7_31,0,30-40,30-40_Pclass_3,0-10,Alone,93.0,324,0.21374045801526717
1,3,30.0,0,0,7.775,S,0,1,UNKNOWN,312991,6,6_31,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,27.0,1,0,13.8583,C,1,2,SC/PARIS,2149,4,4_21,1,20-30,20-30_Pclass_2,10-20,Small,54.0,78,0.625
0,3,11.0,5,2,46.9,S,3,8,CA,2144,4,4_21,0,<20,<20_Pclass_3,40-50,Large,33.0,54,0.06818181818181818
0,2,23.0,0,0,13.0,S,0,1,UNKNOWN,29751,5,5_29,0,20-30,20-30_Pclass_2,10-20,Alone,46.0,104,0.36470588235294116
0,1,40.0,0,0,0.0,S,0,1,UNKNOWN,112059,6,6_11,0,30-40,30-40_Pclass_1,0-10,Alone,40.0,109,0.5365853658536586
0,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2686,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,28.0,0,0,7.8958,S,1,1,UNKNOWN,349245,6,6_34,1,20-30,20-30_Pclass_3,0-10,Alone,84.0,324,0.21374045801526717
1,2,28.0,0,0,13.0,S,2,1,UNKNOWN,230434,6,6_23,1,20-30,20-30_Pclass_2,10-20,Alone,56.0,104,0.36470588235294116
0,3,30.0,1,0,19.9667,S,0,2,UNKNOWN,65304,5,5_65,0,20-30,20-30_Pclass_3,10-20,Small,90.0,113,0.40217391304347827
0,3,19.0,0,0,10.1708,S,0,1,UNKNOWN,349228,6,6_34,0,<20,<20_Pclass_3,10-20,Alone,57.0,324,0.21374045801526717
0,3,30.0,1,1,24.15,S,2,3,UNKNOWN,345773,6,6_34,1,20-30,20-30_Pclass_3,20-30,Small,90.0,113,0.40217391304347827
0,3,20.0,0,0,7.8542,S,0,1,UNKNOWN,350050,6,6_35,0,<20,<20_Pclass_3,0-10,Alone,60.0,324,0.21374045801526717
0,3,28.0,0,0,56.4958,S,0,1,UNKNOWN,1601,4,4_16,0,20-30,20-30_Pclass_3,50-60,Alone,84.0,324,0.21374045801526717
0,3,36.0,0,0,0.0,S,0,1,LINE,0,1,1_0,0,30-40,30-40_Pclass_3,0-10,Alone,108.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,A/,2466,4,4_24,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,1,24.0,3,2,263.0,S,1,6,UNKNOWN,19950,5,5_19,1,20-30,20-30_Pclass_1,200+,Large,24.0,6,0.6
0,3,28.5,0,0,7.2292,C,0,1,UNKNOWN,2697,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,85.5,324,0.21374045801526717
1,3,24.0,0,3,19.2583,C,2,4,UNKNOWN,2666,4,4_26,1,20-30,20-30_Pclass_3,10-20,Small,72.0,113,0.40217391304347827
0,2,42.0,0,0,13.0,S,0,1,UNKNOWN,244310,6,6_24,0,40-50,40-50_Pclass_2,10-20,Alone,84.0,104,0.36470588235294116
0,1,54.0,0,1,77.2875,S,0,2,UNKNOWN,35281,5,5_35,0,50-60,50-60_Pclass_1,70-80,Small,54.0,101,0.6842105263157895
0,3,25.0,0,0,7.7417,Q,0,1,UNKNOWN,36864,5,5_36,0,20-30,20-30_Pclass_3,0-10,Alone,75.0,324,0.21374045801526717
0,3,7.0,4,1,39.6875,S,3,6,UNKNOWN,3101295,7,7_31,0,<20,<20_Pclass_3,30-40,Large,21.0,54,0.06818181818181818
0,3,25.0,1,0,17.8,S,0,2,UNKNOWN,349237,6,6_34,0,20-30,20-30_Pclass_3,10-20,Small,75.0,113,0.40217391304347827
1,3,27.0,0,1,12.475,S,2,2,UNKNOWN,392096,6,6_39,1,20-30,20-30_Pclass_3,10-20,Small,81.0,113,0.40217391304347827
1,3,24.0,1,0,15.85,S,2,2,STON/O,3101279,7,7_31,1,20-30,20-30_Pclass_3,10-20,Small,72.0,113,0.40217391304347827
0,3,30.0,0,0,7.25,S,0,1,UNKNOWN,323592,6,6_32,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,28.0,0,0,12.65,S,2,1,UNKNOWN,240929,6,6_24,1,20-30,20-30_Pclass_2,10-20,Alone,56.0,104,0.36470588235294116
0,3,19.0,0,0,14.5,S,0,1,UNKNOWN,358585,6,6_35,0,<20,<20_Pclass_3,10-20,Alone,57.0,324,0.21374045801526717
0,3,22.0,0,0,7.25,S,0,1,A/,21172,5,5_21,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
1,3,35.0,0,0,7.225,C,2,1,UNKNOWN,2649,4,4_26,1,30-40,30-40_Pclass_3,0-10,Alone,105.0,324,0.21374045801526717
0,3,21.0,8,2,69.55,S,1,11,CA.,2343,4,4_23,1,20-30,20-30_Pclass_3,60-70,Large,63.0,54,0.06818181818181818
1,1,42.0,0,0,26.2875,S,0,1,PC,17476,5,5_17,0,40-50,40-50_Pclass_1,20-30,Alone,42.0,109,0.5365853658536586
0,2,50.0,0,0,13.0,S,0,1,UNKNOWN,250643,6,6_25,0,40-50,40-50_Pclass_2,10-20,Alone,100.0,104,0.36470588235294116
1,2,3.0,1,1,18.75,S,3,3,UNKNOWN,29106,5,5_29,0,<20,<20_Pclass_2,10-20,Small,6.0,78,0.625
0,1,30.0,0,0,227.525,C,0,1,PC,17757,5,5_17,0,20-30,20-30_Pclass_1,200+,Alone,30.0,109,0.5365853658536586
0,3,18.0,2,0,18.0,S,1,3,UNKNOWN,345764,6,6_34,1,<20,<20_Pclass_3,10-20,Small,54.0,113,0.40217391304347827
0,3,18.0,1,1,7.8542,S,0,3,UNKNOWN,350404,6,6_35,0,<20,<20_Pclass_3,0-10,Small,54.0,113,0.40217391304347827
0,1,44.0,2,0,90.0,Q,0,3,UNKNOWN,19928,5,5_19,0,40-50,40-50_Pclass_1,90-100,Small,44.0,101,0.6842105263157895
1,1,30.0,0,0,30.0,S,0,1,UNKNOWN,16988,5,5_16,0,20-30,20-30_Pclass_1,30-40,Alone,30.0,109,0.5365853658536586
0,1,30.0,0,0,42.4,S,0,1,UNKNOWN,113796,6,6_11,0,20-30,20-30_Pclass_1,40-50,Alone,30.0,109,0.5365853658536586
0,3,30.0,1,0,24.15,Q,0,2,UNKNOWN,371110,6,6_37,0,20-30,20-30_Pclass_3,20-30,Small,90.0,113,0.40217391304347827
0,3,16.0,0,0,7.775,S,0,1,UNKNOWN,347074,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,48.0,324,0.21374045801526717
